No.,CompanyName,Company Name (CN),Country,Sector,Industrygroup,Industry,Total number of EN report,Total number of CN report,ESG or CSR report homepage,2020_EN Report,2020_CN Report,2021_EN Report,2021_CN Report,2022_EN Report,2022_CN Report,2023_EN Report,2023_CN Report,2024_EN Report,2024_CN Report,Person in charge,
82,UNITED MICROELECTRONICS,联电,China,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,4,0,https://www.umc.com/en/Download/corporate_sustainability_reports,https://www.umc.com/upload/media/07_Sustainability/72_Reports_and_Results/1_Corporate_Sustainability_Reports/CSR_Reports/CS_Report_English_pdf/2020_CSR_report_eng/2020_CSR_report_en_all.pdf,,https://www.umc.com/upload/media/07_Sustainability/72_Reports_and_Results/1_Corporate_Sustainability_Reports/CSR_Reports/CS_Report_English_pdf/2021_CSR_report_eng/2021_CSR_report_en_all.pdf,,https://www.umc.com/upload/media/07_Sustainability/72_Reports_and_Results/1_Corporate_Sustainability_Reports/CSR_Reports/CS_Report_English_pdf/2022_CSR_report_eng/UMC_2022_Sustainability_Report_En.pdf,,https://www.umc.com/upload/media/07_Sustainability/72_Reports_and_Results/1_Corporate_Sustainability_Reports/CSR_Reports/CS_Report_English_pdf/2023_CSR_report_eng/UMC-2023-EN-0730-1-elink.pdf,,,,Li Fangling,
83,MCHP,微芯,USA,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,4,0,https://www.microchip.com/en-us/about/corporate-responsibility,https://ww1.microchip.com/downloads/aemDocuments/documents/corporate-responsibilty/sustainability/Microchip-Sustainability-Report-Final-High-Res-2020.pdf,,https://ww1.microchip.com/downloads/aemDocuments/documents/corporate-responsibilty/sustainability/2021-Microchip-Sustainability-Report_web.pdf,,https://ww1.microchip.com/downloads/aemDocuments/documents/corporate-responsibilty/sustainability/2022-Microchip-Sustainability-Report.pdf,,https://ww1.microchip.com/downloads/aemDocuments/documents/corporate-responsibilty/sustainability/2023-Microchip-Sustainability-Report.pdf,,,,Li Fangling,
84,MediaTek,联发科技,China,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,3,0,https://corp.mediatek.com/about/sustainability,https://d86o2zu8ugzlg.cloudfront.net/mediatek-craft/reports/CSR/2020-MediaTek-Corporate-Social-Responsibility-Report.pdf,,https://d86o2zu8ugzlg.cloudfront.net/mediatek-craft/reports/CSR/2021-MediaTek-Sustainability-Report.pdf,,https://d86o2zu8ugzlg.cloudfront.net/mediatek-craft/reports/CSR/2022-Media-Tek-Sustainability-Report-Final.pdf,,,,,,Li Fangling,
85,AMD,超威半导体,USA,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,3,0,https://www.amd.com/en/corporate/corporate-responsibility/esg-disclosures.html#material,https://www.amd.com/content/dam/amd/en/documents/corporate/cr/2020-21-global-us-report-summary.pdf,,https://www.amd.com/system/files/documents/2021-22-sasb-tcfd-disclosures.pdf,,,,https://www.amd.com/content/dam/amd/en/documents/corporate/cr/corporate-responsibility-report.pdf#page=9,,,,Li Fangling,
86,LamResearch,泛林,USA,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,4,0,https://www.lamresearch.com/2020-lam-research-esg-report/,https://www.lamresearch.com/wp-content/uploads/2021/08/Lam-Research-2020-ESG-Report.pdf,,https://www.lamresearch.com/wp-content/uploads/2024/06/Lam-Research-2021-ESG-Report.pdf,,https://www.lamresearch.com/wp-content/uploads/2024/06/Lam-Research-2022-ESG-Report.pdf,,,,,,Li Fangling,
87,Qualcomm,高通,USA,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,4,0,https://www.qualcomm.com/company/corporate-responsibility,https://www.qualcomm.com/content/dam/qcomm-martech/dm-assets/documents/2020-qualcomm-corporate-responsibility-report_1.pdf,,https://www.qualcomm.com/content/dam/qcomm-martech/dm-assets/documents/2021-qualcomm-corporate-responsibility-report.pdf,,https://www.qualcomm.com/content/dam/qcomm-martech/dm-assets/documents/2022-qualcomm-corporate-responsibility-report.pdf,,https://www.qualcomm.com/content/dam/qcomm-martech/dm-assets/documents/2023-qualcomm-corporate-responsibility-report.pdf,,,,Li Fangling,
88,BE Semiconductor Industries,贝斯,Netherlands,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,3,0,https://www.besi.com/investor-relations/financial-reports-and-publications/esg-reports/,,,https://www.besi.com/fileadmin/data/Investor_Relations/Corporate_Governance/ESG_Report_2021.pdf,,https://www.besi.com/fileadmin/data/Investor_Relations/Corporate_Governance/ESG_Report_2022.pdf,,https://www.besi.com/fileadmin/data/Investor_Relations/Corporate_Governance/ESG_Report_2023.pdf,,,,Li Fangling,
89,TSMC,台积电,China,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,3,0,https://www.tsmc.com/english/aboutTSMC/dc_csr_report,https://esg.tsmc.com/file/public/e-all_2020.pdf,,,,https://esg.tsmc.com/en-US/file/public/e-all_2022.pdf,,https://esg.tsmc.com/en-US/file/public/e-all_2023.pdf,,,,Li Fangling,
90,Applied Material,应用材料,USA,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,4,0,https://www.appliedmaterials.com/us/en/corporate-responsibility.html,https://www.appliedmaterials.com/content/dam/site/company/csr/doc/2020_Sustainability_F.pdf.coredownload.inline.pdf,,https://www.appliedmaterials.com/content/dam/site/company/csr/doc/2021_Sustainability_F.pdf.coredownload.inline.pdf,,https://www.appliedmaterials.com/content/dam/site/company/csr/doc/2022_Sustainability_F.pdf.coredownload.inline.pdf,,https://www.appliedmaterials.com/content/dam/site/company/csr/doc/2023_Sustainability_F.pdf.coredownload.inline.pdf,,,,Li Fangling,
91,Realtek,瑞昱,China,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,3,0,https://www.realtek.com/Article/Index?menu_id=902&lang=en-GB,https://www.realtek.com/images/csr/2020_CSR_Report.pdf,,https://www.realtek.com/images/csr/Realtek_2021_ESG_Report_EN.pdf,,https://www.realtek.com/images/csr/Realtek_2022_ESG_report_ENGLISH.pdf,,,,,,Li Fangling,
92,Novatek,诺沃,China,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,4,0,https://esg.novatek.com.tw/en/download,https://esg.novatek.com.tw/upload/media/ESG-Report/2020/2020CSR_e_0906.pdf,,https://esg.novatek.com.tw/upload/media/ESG-Report/2021/2021ESG-all_e.pdf,,https://esg.novatek.com.tw/upload/media/ESG-Report/2022/2022-ESG-Report_e.pdf,,https://esg.novatek.com.tw/upload/media/ESG-Report/2023/2023-ESG-Report_e.pdf,,,,Li Fangling,
93,MARVELL TECHNOLOGY,迈威尔科技,USA,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,2,0,https://www.marvell.com/company/esg/reports-and-policies.html,,,,,https://www.marvell.com/content/dam/marvell/en/company/assets/marvell-esg-report-fy22.pdf,,https://www.marvell.com/content/dam/marvell/en/company/assets/marvell-esg-report-fy23.pdf,,,,Li Fangling,
94,SKYWORKS SOLUTIONS,思佳讯,USA,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,4,1,https://www.skyworksinc.com/en/Articles/Current-and-Past-Sustainability-Reports,https://www.skyworksinc.com/-/media/SkyWorks/Documents/Brochures/SustainabilityReport2020.pdf,,https://www.skyworksinc.com/-/media/SkyWorks/Documents/Brochures/SustainabilityReport2021.pdf,https://www.skyworksinc.com/-/media/SkyWorks/Documents/Brochures/SustainabilityReport2021-Chinese-Simplified.pdf,https://www.skyworksinc.com/-/media/SkyWorks/Documents/Brochures/SustainabilityReport2022.pdf,,https://skyworksinc.com/-/media/SkyWorks/Documents/Brochures/SustainabilityReport2023.pdf,,,,Li Fangling,
95,ADI,亚德诺,USA,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,4,0,https://www.analog.com/en/corporate-responsibility.html,https://www.analog.com/media/en/company-csr/adi-2020-corporate-responsibility-report.pdf,,https://ungc-production.s3.us-west-2.amazonaws.com/attachments/cop_2022/519679/original/ADI%20ESG%20Report%20%20ADA%20Compliant.pdf?1667414740,,https://www.analog.com/media/en/company-csr/2022-esg-report.pdf,,https://www.analog.com/media/en/company-csr/2023-esg-report.pdf,,,,Li Fangling,
96,NXP Semiconductors,恩智浦半导体,Netherlands,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,4,0,https://www.nxp.com/company/about-nxp/sustainability-and-esg/esg-documentation:NXP-ESG-DOCUMENTATION,https://www.nxp.com/docs/en/supporting-information/Corporate-Sustainability-Report-2020.pdf,,https://www.nxp.com/docs/en/supporting-information/Corporate-Sustainability-Report-2021.pdf,,https://www.nxp.com/docs/en/supporting-information/Corporate-Sustainability-Report-2022.pdf,,https://www.nxp.com/docs/en/supporting-information/Corporate-Sustainability-Report-2023.pdf,,,,Li Fangling,
97,SMIC,中芯国际,China,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,4,4,https://www.smics.com/site/responsibility_report_honor,https://www.smics.com/uploads/1_&e4&b8&ad&e8&8a&af&e5&9b&bd&e9&99&85&e7&a4&be&e4&bc&9a&e8&b4&a3&e4&bb&bb&e6&8a&a5&e5&91&8a-&e8&8b&b1&e6&96&87&e6&8c&82&e7&bd&91&e7&89&887.26-5.pdf,https://www.smics.com/uploads/7-26-3&e4&b8&ad&e8&8a&af&e5&9b&bd&e9&99&85&e7&a4&be&e4&bc&9a&e8&b4&a3&e4&bb&bb&e6&8a&a5&e5&91&8a.pdf,https://www.smics.com/uploads/6295e303/e_ESG%20report.pdf,https://www.smics.com/uploads/629ef3f0/SMICesgreport-cn.pdf,https://www.smics.com/uploads/e_SMIC%202022%20ESG%20report.pdf,https://www.smics.com/uploads/CN_2022%20SMIC%20ESG%20Report.pdf,https://www.smics.com/uploads/e_SMIC%202023%20ESG%20report.pdf,https://www.smics.com/uploads/66057025/CN_SMIC%202023%20ESG%20Report%20.pdf,,,Li Fangling,
98,GigaDevice,兆易创新,China,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,3,3,https://www.gigadevice.com/sustainability,,,https://www.gigadevice.com/Public/Uploads/uploadfile/files/esg/2021-GigaDevice-ESG-Report-en.pdf,https://www.gigadevice.com.cn/esg/2021-GigaDevice-ESG-Report-cn.pdf,https://www.gigadevice.com/Public/Uploads/uploadfile/files/esg/2022-GigaDevice-ESG-Report-en.pdf,https://www.gigadevice.com.cn/Public/Uploads/uploadfile/files/esg/2022-GigaDevice-ESG-Report-cn.pdf,https://www.gigadevice.com/Public/Uploads/uploadfile/files/esg/2023-GigaDevice-ESG-Report-en.pdf,https://www.gigadevice.com.cn/Public/Uploads/uploadfile/files/esg/2023-GigaDevice-ESG-Report-cn.pdf,,,Li Fangling,
99,TEXAS INSTRUMENTS,德州仪器,USA,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,4,1,https://www.ti.com/about-ti/citizenship-community/environmental-sustainability.html,https://www.ti.com/lit/ml/szzo015/szzo015.pdf,,https://investor.ti.com/static-files/fa8d76a4-359d-40a7-8477-fca4073e5eea,,https://investor.ti.com/static-files/677a654b-c544-4394-a09c-24a93c32aec7,,https://www.ti.com/lit/ml/szzo105/szzo105.pdf,https://www.ti.com.cn/cn/lit/ml/zhco028/zhco028.pdf?ts=1725505519515,,,Li Fangling,
100,BROADCOM,博通,USA,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,3,0,https://www.broadcom.com/company/citizenship,,,https://docs.broadcom.com/doc/environment-social-governance-report-2021,,https://docs.broadcom.com/doc/environment-social-governance-report-2022,,https://docs.broadcom.com/doc/environment-social-governance-report,,,,Li Fangling,
,,,,,,,350,122,,,,,,,,,,,,,
